image,set,label
100161800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100045500_horizontal_flip.png,train,Rost/Strassenrost gewoelbt
100167400_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100122200_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100195300_horizontal_flip.png,train,Rost/Strassenrost
100143800_horizontal_flip.png,train,Rost/Strassenrost
100057900_horizontal_flip.png,train,Rost/Strassenrost
100140700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100104500_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100011700_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100202400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100020100_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100061200_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100154600_horizontal_flip.png,train,Gussbeton/Handgriff mitte
100064800_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100067500_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100107900_horizontal_flip.png,train,Rost/Strassenrost
100124900_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100035600_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100048200_horizontal_flip.png,train,Rost/Strassenrost
100025800_horizontal_flip.png,train,Rost/Strassenrost
100094800_horizontal_flip.png,train,Rost/Einlauf rund
100109900_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100084600_horizontal_flip.png,train,Rost/Strassenrost
100192100_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100158600_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100152400_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100057200_horizontal_flip.png,train,Gussbeton/Handgriff mitte
100025900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100134300_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100031100_horizontal_flip.png,train,Rost/Strassenrost
100116100_horizontal_flip.png,train,Rost/Strassenrost
100174200_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100075100_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100006100_horizontal_flip.png,train,Rost/Strassenrost
100082900_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100028500_horizontal_flip.png,train,Rost/Strassenrost
100021000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100035200_horizontal_flip.png,train,Rost/Strassenrost
100154500_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100089400_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100017300_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100040100_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100214500_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100155800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100014200_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100168200_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100118700_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100017700_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100067200_horizontal_flip.png,train,Rost/Strassenrost
100152900_horizontal_flip.png,train,Rost/Strassenrost
100105000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100040400_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100068400_horizontal_flip.png,train,Rost/Strassenrost
100070400_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100170000_horizontal_flip.png,train,Gussbeton/Handgriff mitte
100143100_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100140100_horizontal_flip.png,train,Rost/Strassenrost
100151400_horizontal_flip.png,train,Rost/Einlauf rund
100094400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100130300_horizontal_flip.png,train,Rost/Strassenrost
100016800_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100039800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100048100_horizontal_flip.png,train,Rost/Strassenrost
100040700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100207000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100036300_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100011400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100070900_horizontal_flip.png,train,Rost/Strassenrost
100004100_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100098600_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100158800_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100163700_horizontal_flip.png,train,Rost/Strassenrost
100017100_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100217200_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100157900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100045600_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100054200_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100173800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100136000_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100050500_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100126300_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100162000_horizontal_flip.png,train,Rost/Strassenrost
100181500_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100209500_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100170200_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100181300_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100181900_horizontal_flip.png,train,Rost/Strassenrost
100074700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100189700_horizontal_flip.png,train,Andere/-
100214000_horizontal_flip.png,train,Rost/Strassenrost
100045900_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100015900_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100216200_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100075600_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100039000_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100091100_horizontal_flip.png,train,Rost/Strassenrost
100102200_horizontal_flip.png,train,Rost/Strassenrost
100152600_horizontal_flip.png,train,Rost/Strassenrost
100115700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100015700_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100075000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100137600_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100217000_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100034500_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100091000_horizontal_flip.png,train,Rost/Strassenrost
100134100_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100037500_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100045700_horizontal_flip.png,train,Rost/Strassenrost
100215400_horizontal_flip.png,train,Rost/Einlauf rund
100111700_horizontal_flip.png,train,Rost/Strassenrost
100023300_horizontal_flip.png,train,Rost/Strassenrost
100196900_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100126700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100155300_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100114900_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100200100_horizontal_flip.png,train,Rost/Strassenrost
100155000_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100092500_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100114700_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100047900_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100110200_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100011100_horizontal_flip.png,train,Andere/-
100203800_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100072500_horizontal_flip.png,train,Rost/Strassenrost
100053800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100144500_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100090300_horizontal_flip.png,train,Rost/Strassenrost
100198900_horizontal_flip.png,train,Rost/Strassenrost
100212200_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100107400_horizontal_flip.png,train,Rost/Einlauf rund
100116000_horizontal_flip.png,train,Rost/Strassenrost
100090200_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100117600_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100171500_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100132800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100047500_horizontal_flip.png,train,Rost/Strassenrost
100172700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100012300_horizontal_flip.png,train,Rost/Strassenrost gewoelbt
100151100_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100024700_horizontal_flip.png,train,Rost/Strassenrost
100062400_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100091600_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100049000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100079700_horizontal_flip.png,train,Rost/Strassenrost
100133400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100046800_horizontal_flip.png,train,Rost/Strassenrost
100179800_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100052200_horizontal_flip.png,train,Rost/Strassenrost
100017900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100084500_horizontal_flip.png,train,Rost/Strassenrost
100079900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100081300_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100130200_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100015400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100130000_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100187700_horizontal_flip.png,train,Andere/-
100021700_horizontal_flip.png,train,Andere/-
100000800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100152800_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100179400_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100213100_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100144600_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100205700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100101600_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100016600_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100090900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100167900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100042300_horizontal_flip.png,train,Andere/-
100192900_horizontal_flip.png,train,Rost/Strassenrost
100016000_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100002400_horizontal_flip.png,train,Andere/-
100085000_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100025100_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100035500_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100160000_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100165100_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100114000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100019300_horizontal_flip.png,train,Andere/-
100159200_horizontal_flip.png,train,Rost/Strassenrost
100151900_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100006400_horizontal_flip.png,train,Rost/Strassenrost
100173000_horizontal_flip.png,train,Andere/-
100207600_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100048900_horizontal_flip.png,train,Rost/Strassenrost
100078800_horizontal_flip.png,train,Rost/Strassenrost
100168500_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100080200_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100057400_horizontal_flip.png,train,Rost/Strassenrost
100216800_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100160600_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100092600_horizontal_flip.png,train,Rost/Strassenrost
100093600_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100022300_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100142800_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100053300_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100033900_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100043600_horizontal_flip.png,train,Rost/Strassenrost
100008400_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100127300_horizontal_flip.png,train,Rost/Strassenrost
100181600_horizontal_flip.png,train,Rost/Strassenrost
100143700_horizontal_flip.png,train,Andere/-
100197200_horizontal_flip.png,train,Rost/Einlauf rund
100108200_horizontal_flip.png,train,Rost/Einlauf rund
100065700_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100099200_horizontal_flip.png,train,Rost/Strassenrost
100112000_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100040000_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100088100_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100023800_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100000700_horizontal_flip.png,train,Rost/Strassenrost
100122900_horizontal_flip.png,train,Rost/Strassenrost
100121400_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100192800_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100199400_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100041500_horizontal_flip.png,train,Andere/-
100124300_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100135600_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100049400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100195400_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100006200_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100080100_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100084700_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100034200_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100130500_horizontal_flip.png,train,Andere/-
100018700_horizontal_flip.png,train,Rost/Strassenrost
100127700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100024200_horizontal_flip.png,train,Vollguss/Pickelloch belueftet
100099800_horizontal_flip.png,train,Rost/Strassenrost
100158900_horizontal_flip.png,train,Rost/Strassenrost
100186200_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100098800_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100043100_horizontal_flip.png,train,Rost/Strassenrost
100036600_horizontal_flip.png,train,Rost/Strassenrost
100216500_horizontal_flip.png,train,Rost/Strassenrost
100023200_horizontal_flip.png,train,Rost/Strassenrost
100205400_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100005300_horizontal_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100185200_horizontal_flip.png,train,Rost/Strassenrost
100062700_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100160900_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100049500_horizontal_flip.png,train,Rost/Strassenrost
100120900_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100035300_horizontal_flip.png,train,Andere/-
100204800_horizontal_flip.png,train,Andere/-
100102600_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100110900_horizontal_flip.png,train,Rost/Einlauf rund
100006900_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100137200_horizontal_flip.png,train,Gussbeton/Handgriff seitlich
100024900_horizontal_flip.png,train,Rost/Strassenrost
100185300_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100081900_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100026500_horizontal_flip.png,train,Andere/-
100002600_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100090000_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100180200_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100200000_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100207900_horizontal_flip.png,train,Gussbeton/Handgriff mitte
100196300_horizontal_flip.png,train,Rost/Strassenrost
100030800_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100110100_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100099000_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100027900_horizontal_flip.png,train,Gussbeton/Pickelloch belueftet
100145400_horizontal_flip.png,train,Rost/Strassenrost
100112300_horizontal_flip.png,train,Vollguss/Handgriff geschlossen
100196600_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100163000_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100090600_horizontal_flip.png,train,Gussbeton/Pickelloch geschlossen
100066400_horizontal_flip.png,train,Vollguss/Pickelloch geschlossen
100134600_horizontal_flip.png,train,Rost/Strassenrost
