image,transforms,set,label
100101900.png,blur_rcont_rot,train,Vollguss/Pickelloch belueftet
100144300.png,flipv_jit_orig,train,Vollguss/Pickelloch belueftet
100144300.png,flipv_pers_rshrp,train,Vollguss/Pickelloch belueftet
100144300.png,fliph_raff_rot,train,Vollguss/Pickelloch belueftet
100144300.png,blur_jit_raff,train,Vollguss/Pickelloch belueftet
100144300.png,flipv_orig_rcont,train,Vollguss/Pickelloch belueftet
100144300.png,flipv_orig_pers,train,Vollguss/Pickelloch belueftet
100111800.png,blur_fliph_pers,train,Vollguss/Pickelloch belueftet
100111800.png,jit_pers_rot,train,Vollguss/Pickelloch belueftet
100111800.png,fliph_orig_rcrop,train,Vollguss/Pickelloch belueftet
100111800.png,jit_orig_rshrp,train,Vollguss/Pickelloch belueftet
100111800.png,flipv_raff_rot,train,Vollguss/Pickelloch belueftet
100111800.png,rcont_rcrop_rot,train,Vollguss/Pickelloch belueftet
100180300.png,orig_raff_rinv,train,Vollguss/Pickelloch belueftet
100180300.png,jit_raff_rshrp,train,Vollguss/Pickelloch belueftet
100180300.png,fliph_flipv_raff,train,Vollguss/Pickelloch belueftet
100180300.png,orig_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100180300.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100180300.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
100163100.png,orig_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100163100.png,blur_orig_rshrp,train,Vollguss/Pickelloch belueftet
100163100.png,flipv_jit_rot,train,Vollguss/Pickelloch belueftet
100163100.png,flipv_orig_rot,train,Vollguss/Pickelloch belueftet
100163100.png,jit_rcont_rot,train,Vollguss/Pickelloch belueftet
100163100.png,orig_pers_rcrop,train,Vollguss/Pickelloch belueftet
100142200.png,blur_pers_rinv,train,Vollguss/Pickelloch belueftet
100142200.png,fliph_pers_rinv,train,Vollguss/Pickelloch belueftet
100142200.png,fliph_flipv_rinv,train,Vollguss/Pickelloch belueftet
100142200.png,flipv_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100142200.png,raff_rot_rshrp,train,Vollguss/Pickelloch belueftet
100142200.png,fliph_flipv_pers,train,Vollguss/Pickelloch belueftet
100057500.png,blur_jit_orig,train,Vollguss/Pickelloch belueftet
100057500.png,blur_raff_rinv,train,Vollguss/Pickelloch belueftet
100057500.png,fliph_raff_rcrop,train,Vollguss/Pickelloch belueftet
100057500.png,flipv_raff_rshrp,train,Vollguss/Pickelloch belueftet
100057500.png,pers_raff_rcrop,train,Vollguss/Pickelloch belueftet
100057500.png,fliph_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100001300.png,jit_orig_rcrop,train,Vollguss/Pickelloch belueftet
100001300.png,jit_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100001300.png,blur_rcont_rinv,train,Vollguss/Pickelloch belueftet
100001300.png,blur_orig_rcont,train,Vollguss/Pickelloch belueftet
100001300.png,blur_fliph_jit,train,Vollguss/Pickelloch belueftet
100001300.png,fliph_rinv_rot,train,Vollguss/Pickelloch belueftet
100160000.png,fliph_orig_raff,train,Vollguss/Pickelloch belueftet
100160000.png,flipv_orig_rcrop,train,Vollguss/Pickelloch belueftet
100160000.png,blur_fliph_rot,train,Vollguss/Pickelloch belueftet
100160000.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100160000.png,fliph_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100160000.png,flipv_jit_rinv,train,Vollguss/Pickelloch belueftet
100200800.png,raff_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100200800.png,pers_raff_rshrp,train,Vollguss/Pickelloch belueftet
100200800.png,blur_jit_rshrp,train,Vollguss/Pickelloch belueftet
100200800.png,fliph_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100200800.png,orig_raff_rshrp,train,Vollguss/Pickelloch belueftet
100200800.png,fliph_pers_rot,train,Vollguss/Pickelloch belueftet
100080800.png,blur_flipv_rot,train,Vollguss/Pickelloch belueftet
100080800.png,fliph_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100080800.png,fliph_rinv_rot,train,Vollguss/Pickelloch belueftet
100080800.png,jit_raff_rcrop,train,Vollguss/Pickelloch belueftet
100080800.png,flipv_rot_rshrp,train,Vollguss/Pickelloch belueftet
100148200.png,fliph_jit_rcont,train,Vollguss/Pickelloch belueftet
100148200.png,blur_pers_rshrp,train,Vollguss/Pickelloch belueftet
100148200.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100148200.png,jit_orig_rcrop,train,Vollguss/Pickelloch belueftet
100148200.png,blur_flipv_rshrp,train,Vollguss/Pickelloch belueftet
100011900.png,blur_raff_rcrop,train,Vollguss/Pickelloch belueftet
100011900.png,pers_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100011900.png,rcrop_rinv_rot,train,Vollguss/Pickelloch belueftet
100011900.png,pers_rot_rshrp,train,Vollguss/Pickelloch belueftet
100011900.png,orig_pers_raff,train,Vollguss/Pickelloch belueftet
100011900.png,blur_flipv_rinv,train,Vollguss/Pickelloch belueftet
100128700.png,fliph_pers_rcrop,train,Vollguss/Pickelloch belueftet
100128700.png,flipv_rcrop_rot,train,Vollguss/Pickelloch belueftet
100128700.png,rcont_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100128700.png,fliph_pers_rcont,train,Vollguss/Pickelloch belueftet
100128700.png,blur_jit_rinv,train,Vollguss/Pickelloch belueftet
100128700.png,jit_rot_rshrp,train,Vollguss/Pickelloch belueftet
100139400.png,fliph_rcont_rinv,train,Vollguss/Pickelloch belueftet
100139400.png,flipv_pers_rcrop,train,Vollguss/Pickelloch belueftet
100139400.png,blur_jit_rcont,train,Vollguss/Pickelloch belueftet
100139400.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100139400.png,blur_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100139400.png,blur_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100110300.png,blur_fliph_flipv,train,Vollguss/Pickelloch belueftet
100110300.png,fliph_raff_rcrop,train,Vollguss/Pickelloch belueftet
100110300.png,blur_flipv_rot,train,Vollguss/Pickelloch belueftet
100110300.png,blur_rcont_rinv,train,Vollguss/Pickelloch belueftet
100110300.png,flipv_jit_rot,train,Vollguss/Pickelloch belueftet
100110300.png,jit_orig_rot,train,Vollguss/Pickelloch belueftet
100082000.png,fliph_pers_rcrop,train,Vollguss/Pickelloch belueftet
100082000.png,fliph_rcrop_rot,train,Vollguss/Pickelloch belueftet
100082000.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
100082000.png,flipv_jit_raff,train,Vollguss/Pickelloch belueftet
100082000.png,fliph_jit_raff,train,Vollguss/Pickelloch belueftet
100082000.png,blur_pers_raff,train,Vollguss/Pickelloch belueftet
100188300.png,fliph_jit_orig,train,Vollguss/Pickelloch belueftet
100188300.png,fliph_orig_pers,train,Vollguss/Pickelloch belueftet
100188300.png,jit_pers_rinv,train,Vollguss/Pickelloch belueftet
100188300.png,blur_pers_rinv,train,Vollguss/Pickelloch belueftet
100188300.png,blur_jit_pers,train,Vollguss/Pickelloch belueftet
100210500.png,flipv_raff_rot,train,Vollguss/Pickelloch belueftet
100210500.png,orig_raff_rcrop,train,Vollguss/Pickelloch belueftet
100210500.png,fliph_flipv_rot,train,Vollguss/Pickelloch belueftet
100210500.png,jit_orig_pers,train,Vollguss/Pickelloch belueftet
100210500.png,fliph_flipv_rcont,train,Vollguss/Pickelloch belueftet
100210500.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
100098000.png,flipv_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100098000.png,fliph_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100098000.png,jit_orig_pers,train,Vollguss/Pickelloch belueftet
100098000.png,blur_pers_rinv,train,Vollguss/Pickelloch belueftet
100098000.png,jit_raff_rshrp,train,Vollguss/Pickelloch belueftet
100098000.png,pers_raff_rcont,train,Vollguss/Pickelloch belueftet
100052100.png,orig_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100052100.png,raff_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100052100.png,flipv_jit_rshrp,train,Vollguss/Pickelloch belueftet
100052100.png,blur_fliph_raff,train,Vollguss/Pickelloch belueftet
100052100.png,jit_raff_rcrop,train,Vollguss/Pickelloch belueftet
100052100.png,blur_jit_rcrop,train,Vollguss/Pickelloch belueftet
100152700.png,fliph_jit_rot,train,Vollguss/Pickelloch belueftet
100152700.png,flipv_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100152700.png,fliph_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100152700.png,flipv_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100152700.png,blur_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100152700.png,orig_raff_rcrop,train,Vollguss/Pickelloch belueftet
100148700.png,flipv_rcont_rot,train,Vollguss/Pickelloch belueftet
100148700.png,fliph_flipv_jit,train,Vollguss/Pickelloch belueftet
100148700.png,fliph_rcont_rinv,train,Vollguss/Pickelloch belueftet
100148700.png,raff_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100148700.png,flipv_jit_rcrop,train,Vollguss/Pickelloch belueftet
100148700.png,blur_raff_rshrp,train,Vollguss/Pickelloch belueftet
100107300.png,rcont_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100107300.png,flipv_jit_rinv,train,Vollguss/Pickelloch belueftet
100107300.png,raff_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100107300.png,blur_orig_rcrop,train,Vollguss/Pickelloch belueftet
100107300.png,pers_raff_rinv,train,Vollguss/Pickelloch belueftet
100107300.png,orig_rot_rshrp,train,Vollguss/Pickelloch belueftet
100049800.png,blur_rinv_rot,train,Vollguss/Pickelloch belueftet
100049800.png,fliph_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100049800.png,fliph_pers_rshrp,train,Vollguss/Pickelloch belueftet
100049800.png,fliph_rinv_rot,train,Vollguss/Pickelloch belueftet
100049800.png,orig_raff_rinv,train,Vollguss/Pickelloch belueftet
100049800.png,blur_rcont_rinv,train,Vollguss/Pickelloch belueftet
100152800.png,jit_raff_rcont,train,Vollguss/Pickelloch belueftet
100152800.png,jit_rcont_rinv,train,Vollguss/Pickelloch belueftet
100152800.png,fliph_rcont_rinv,train,Vollguss/Pickelloch belueftet
100152800.png,rcont_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100152800.png,orig_pers_rcont,train,Vollguss/Pickelloch belueftet
100152800.png,orig_rcont_rinv,train,Vollguss/Pickelloch belueftet
100193500.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100193500.png,orig_raff_rinv,train,Vollguss/Pickelloch belueftet
100193500.png,rinv_rot_rshrp,train,Vollguss/Pickelloch belueftet
100193500.png,orig_pers_rcont,train,Vollguss/Pickelloch belueftet
100193500.png,jit_rcrop_rot,train,Vollguss/Pickelloch belueftet
100193500.png,flipv_rinv_rot,train,Vollguss/Pickelloch belueftet
100185900.png,jit_raff_rot,train,Vollguss/Pickelloch belueftet
100185900.png,fliph_pers_rcont,train,Vollguss/Pickelloch belueftet
100185900.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100185900.png,raff_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100185900.png,blur_orig_rinv,train,Vollguss/Pickelloch belueftet
100185900.png,jit_rcont_rot,train,Vollguss/Pickelloch belueftet
100121200.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
100121200.png,blur_pers_rcont,train,Vollguss/Pickelloch belueftet
100121200.png,fliph_pers_rcont,train,Vollguss/Pickelloch belueftet
100121200.png,fliph_flipv_pers,train,Vollguss/Pickelloch belueftet
100121200.png,jit_orig_rshrp,train,Vollguss/Pickelloch belueftet
100121200.png,flipv_jit_orig,train,Vollguss/Pickelloch belueftet
100051900.png,fliph_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100051900.png,blur_fliph_raff,train,Vollguss/Pickelloch belueftet
100051900.png,fliph_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100051900.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
100051900.png,fliph_raff_rshrp,train,Vollguss/Pickelloch belueftet
100051900.png,fliph_orig_pers,train,Vollguss/Pickelloch belueftet
100063200.png,jit_pers_raff,train,Vollguss/Pickelloch belueftet
100063200.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
100063200.png,orig_rcrop_rot,train,Vollguss/Pickelloch belueftet
100063200.png,fliph_orig_rot,train,Vollguss/Pickelloch belueftet
100063200.png,jit_rinv_rot,train,Vollguss/Pickelloch belueftet
100063200.png,flipv_orig_rcont,train,Vollguss/Pickelloch belueftet
100187200.png,blur_fliph_rinv,train,Vollguss/Pickelloch belueftet
100187200.png,orig_rinv_rot,train,Vollguss/Pickelloch belueftet
100187200.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch belueftet
100187200.png,jit_pers_rcrop,train,Vollguss/Pickelloch belueftet
100187200.png,blur_fliph_jit,train,Vollguss/Pickelloch belueftet
100187200.png,fliph_flipv_rot,train,Vollguss/Pickelloch belueftet
100138000.png,jit_pers_rot,train,Vollguss/Pickelloch belueftet
100138000.png,fliph_raff_rshrp,train,Vollguss/Pickelloch belueftet
100138000.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
100138000.png,pers_rinv_rot,train,Vollguss/Pickelloch belueftet
100138000.png,pers_rot_rshrp,train,Vollguss/Pickelloch belueftet
100148300.png,flipv_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100148300.png,fliph_orig_rcont,train,Vollguss/Pickelloch belueftet
100148300.png,jit_rinv_rot,train,Vollguss/Pickelloch belueftet
100148300.png,blur_orig_pers,train,Vollguss/Pickelloch belueftet
100148300.png,flipv_jit_rcrop,train,Vollguss/Pickelloch belueftet
100148300.png,fliph_jit_rshrp,train,Vollguss/Pickelloch belueftet
100003100.png,pers_rinv_rot,train,Vollguss/Pickelloch belueftet
100003100.png,blur_jit_raff,train,Vollguss/Pickelloch belueftet
100003100.png,raff_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100003100.png,fliph_raff_rcrop,train,Vollguss/Pickelloch belueftet
100003100.png,blur_rcont_rot,train,Vollguss/Pickelloch belueftet
100003100.png,flipv_jit_rcont,train,Vollguss/Pickelloch belueftet
100147400.png,fliph_jit_rshrp,train,Vollguss/Pickelloch belueftet
100147400.png,blur_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100147400.png,blur_flipv_rot,train,Vollguss/Pickelloch belueftet
100147400.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
100147400.png,fliph_orig_pers,train,Vollguss/Pickelloch belueftet
100147400.png,flipv_pers_rcrop,train,Vollguss/Pickelloch belueftet
100112500.png,blur_rcrop_rot,train,Vollguss/Pickelloch belueftet
100112500.png,jit_raff_rot,train,Vollguss/Pickelloch belueftet
100112500.png,fliph_orig_rinv,train,Vollguss/Pickelloch belueftet
100112500.png,blur_flipv_jit,train,Vollguss/Pickelloch belueftet
100112500.png,jit_orig_rcrop,train,Vollguss/Pickelloch belueftet
100112500.png,rcont_rot_rshrp,train,Vollguss/Pickelloch belueftet
100176900.png,orig_raff_rcrop,train,Vollguss/Pickelloch belueftet
100176900.png,blur_orig_rot,train,Vollguss/Pickelloch belueftet
100176900.png,blur_rcont_rinv,train,Vollguss/Pickelloch belueftet
100176900.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
100176900.png,blur_flipv_orig,train,Vollguss/Pickelloch belueftet
100122100.png,blur_raff_rshrp,train,Vollguss/Pickelloch belueftet
100122100.png,pers_rcrop_rot,train,Vollguss/Pickelloch belueftet
100122100.png,pers_raff_rot,train,Vollguss/Pickelloch belueftet
100122100.png,flipv_jit_raff,train,Vollguss/Pickelloch belueftet
100122100.png,flipv_orig_rot,train,Vollguss/Pickelloch belueftet
100122100.png,pers_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100068000.png,flipv_orig_raff,train,Vollguss/Pickelloch belueftet
100068000.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
100068000.png,blur_jit_rshrp,train,Vollguss/Pickelloch belueftet
100068000.png,blur_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100068000.png,fliph_flipv_rshrp,train,Vollguss/Pickelloch belueftet
100068000.png,fliph_jit_pers,train,Vollguss/Pickelloch belueftet
100101600.png,orig_rcont_rinv,train,Vollguss/Pickelloch belueftet
100101600.png,jit_rot_rshrp,train,Vollguss/Pickelloch belueftet
100101600.png,rcrop_rinv_rot,train,Vollguss/Pickelloch belueftet
100101600.png,blur_raff_rcrop,train,Vollguss/Pickelloch belueftet
100101600.png,flipv_pers_rcrop,train,Vollguss/Pickelloch belueftet
100101600.png,flipv_raff_rshrp,train,Vollguss/Pickelloch belueftet
100141200.png,rcrop_rot_rshrp,train,Vollguss/Pickelloch belueftet
100141200.png,fliph_pers_raff,train,Vollguss/Pickelloch belueftet
100141200.png,flipv_pers_rcont,train,Vollguss/Pickelloch belueftet
100141200.png,jit_orig_rshrp,train,Vollguss/Pickelloch belueftet
100141200.png,blur_flipv_rot,train,Vollguss/Pickelloch belueftet
100008100.png,pers_raff_rshrp,train,Vollguss/Pickelloch belueftet
100008100.png,fliph_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100008100.png,jit_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100008100.png,raff_rot_rshrp,train,Vollguss/Pickelloch belueftet
100008100.png,jit_orig_rcont,train,Vollguss/Pickelloch belueftet
100008100.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
100014900.png,fliph_flipv_orig,train,Vollguss/Pickelloch belueftet
100014900.png,flipv_raff_rcont,train,Vollguss/Pickelloch belueftet
100014900.png,blur_pers_rot,train,Vollguss/Pickelloch belueftet
100014900.png,orig_raff_rshrp,train,Vollguss/Pickelloch belueftet
100014900.png,blur_raff_rshrp,train,Vollguss/Pickelloch belueftet
100151300.png,fliph_raff_rcont,train,Vollguss/Pickelloch belueftet
100151300.png,blur_flipv_raff,train,Vollguss/Pickelloch belueftet
100151300.png,blur_rcont_rot,train,Vollguss/Pickelloch belueftet
100151300.png,blur_jit_rot,train,Vollguss/Pickelloch belueftet
100151300.png,orig_pers_rcrop,train,Vollguss/Pickelloch belueftet
100151300.png,fliph_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100040800.png,fliph_flipv_rot,train,Vollguss/Pickelloch belueftet
100040800.png,jit_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100040800.png,flipv_pers_rshrp,train,Vollguss/Pickelloch belueftet
100040800.png,flipv_pers_rcont,train,Vollguss/Pickelloch belueftet
100040800.png,flipv_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100040800.png,jit_rinv_rot,train,Vollguss/Pickelloch belueftet
100197900.png,blur_flipv_rshrp,train,Vollguss/Pickelloch belueftet
100197900.png,raff_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100197900.png,jit_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100197900.png,blur_fliph_flipv,train,Vollguss/Pickelloch belueftet
100197900.png,flipv_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100197900.png,jit_raff_rcont,train,Vollguss/Pickelloch belueftet
100108100.png,blur_jit_rinv,train,Vollguss/Pickelloch belueftet
100108100.png,rcrop_rot_rshrp,train,Vollguss/Pickelloch belueftet
100108100.png,raff_rot_rshrp,train,Vollguss/Pickelloch belueftet
100108100.png,jit_orig_rot,train,Vollguss/Pickelloch belueftet
100108100.png,jit_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100108100.png,flipv_orig_rshrp,train,Vollguss/Pickelloch belueftet
100083900.png,blur_fliph_rcont,train,Vollguss/Pickelloch belueftet
100083900.png,fliph_rcont_rot,train,Vollguss/Pickelloch belueftet
100083900.png,blur_pers_rcrop,train,Vollguss/Pickelloch belueftet
100083900.png,orig_rot_rshrp,train,Vollguss/Pickelloch belueftet
100083900.png,orig_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100083900.png,orig_pers_rot,train,Vollguss/Pickelloch belueftet
100202800.png,fliph_rcont_rinv,train,Vollguss/Pickelloch belueftet
100202800.png,flipv_orig_pers,train,Vollguss/Pickelloch belueftet
100202800.png,flipv_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100202800.png,flipv_raff_rcrop,train,Vollguss/Pickelloch belueftet
100202800.png,fliph_pers_rcont,train,Vollguss/Pickelloch belueftet
100090100.png,fliph_raff_rinv,train,Vollguss/Pickelloch belueftet
100090100.png,fliph_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
100090100.png,flipv_rcrop_rot,train,Vollguss/Pickelloch belueftet
100090100.png,flipv_rcont_rshrp,train,Vollguss/Pickelloch belueftet
100090100.png,fliph_orig_raff,train,Vollguss/Pickelloch belueftet
100090100.png,orig_raff_rinv,train,Vollguss/Pickelloch belueftet
100024200.png,jit_pers_rcrop,train,Vollguss/Pickelloch belueftet
100024200.png,orig_pers_rot,train,Vollguss/Pickelloch belueftet
100024200.png,jit_rcont_rot,train,Vollguss/Pickelloch belueftet
100024200.png,pers_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100024200.png,blur_rcont_rcrop,train,Vollguss/Pickelloch belueftet
100024200.png,flipv_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100168200.png,jit_raff_rinv,train,Vollguss/Pickelloch belueftet
100168200.png,orig_rcont_rot,train,Vollguss/Pickelloch belueftet
100168200.png,orig_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100168200.png,jit_raff_rshrp,train,Vollguss/Pickelloch belueftet
100168200.png,blur_rinv_rshrp,train,Vollguss/Pickelloch belueftet
100168200.png,blur_rcrop_rinv,train,Vollguss/Pickelloch belueftet
100100500.png,blur_pers_rshrp,train,Vollguss/Pickelloch belueftet
